 ,model,top_speed_kmh,battery_capacity_kWh,number_of_cells,torque_nm,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,volume,battery/volume, size sum,battery/size
Volkswagen,ID.4 Pro 4MOTION,180,77.0,288.0,679,435,6.6,120.0,CCS,1200,543,5,AWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2029/Volkswagen-ID4-Pro-4MOTION,13.84648541,5.560977947,8.067,9.545060121
Volkswagen,ID.4 Pure,160,52.0,192.0,310,285,9.0,87.0,CCS,1000,543,5,RWD,JC - Medium,4584,1852,1640,SUV,https://ev-database.org/car/2027/Volkswagen-ID4-Pure,13.92289152,3.734856364,8.076,6.438831105
Volkswagen,ID.5 GTX,180,77.0,288.0,679,430,5.5,120.0,CCS,1200,549,5,AWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/2033/Volkswagen-ID5-GTX,13.75551702,5.597753969,8.066,9.546243491
Volkswagen,ID.5 Pro,180,77.0,288.0,545,460,6.7,120.0,CCS,1000,549,5,RWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/2031/Volkswagen-ID5-Pro,13.75551702,5.597753969,8.066,9.546243491
Volkswagen,ID.5 Pure,160,52.0,288.0,310,320,8.9,87.0,CCS,1000,549,5,RWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/3080/Volkswagen-ID5-Pure,13.75551702,3.780301382,8.066,6.446813786
Volkswagen,ID.7 GTX,180,86.0,312.0,560,500,5.4,145.0,CCS,1200,532,5,AWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/2216/Volkswagen-ID7-GTX,14.18861875,6.061196055,8.359,10.288312
Volkswagen,ID.7 Pro,180,77.0,288.0,550,475,6.5,125.0,CCS,1000,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/1839/Volkswagen-ID7-Pro,14.18861875,5.42688484,8.359,9.211628185
Volkswagen,ID.7 Pro S,180,86.0,312.0,550,525,6.6,145.0,CCS,1000,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/1840/Volkswagen-ID7-Pro-S,14.18861875,6.061196055,8.359,10.288312
Volkswagen,ID.7 Tourer GTX,180,86.0,312.0,560,500,5.5,145.0,CCS,1200,605,5,AWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2158/Volkswagen-ID7-Tourer-GTX,14.18861875,6.061196055,8.359,10.288312
Volkswagen,ID.7 Tourer Pro,180,77.0,288.0,550,470,6.6,125.0,CCS,1000,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2118/Volkswagen-ID7-Tourer-Pro,14.18861875,5.42688484,8.359,9.211628185
Volkswagen,ID.7 Tourer Pro S,180,86.0,312.0,550,520,6.7,145.0,CCS,1000,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2119/Volkswagen-ID7-Tourer-Pro-S,14.18861875,6.061196055,8.359,10.288312
Volvo,EC40 Single Motor (MY26),180,67.0,279.0,420,360,7.3,110.0,CCS,1500,404,5,RWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3154/Volvo-EC40-Single-Motor,13.27252752,5.048021178,7.909,8.47136174
Volvo,EC40 Single Motor ER (MY26),180,79.0,324.0,420,420,7.3,125.0,CCS,1500,404,5,RWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3155/Volvo-EC40-Single-Motor-ER,13.27252752,5.952144373,7.909,9.988620559
Volvo,EC40 Twin Motor (MY26),180,79.0,324.0,670,400,4.8,125.0,CCS,1800,404,5,AWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3156/Volvo-EC40-Twin-Motor,13.27252752,5.952144373,7.909,9.988620559
Volvo,EC40 Twin Motor Performance (MY26),180,79.0,324.0,670,400,4.6,125.0,CCS,1800,404,5,AWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3157/Volvo-EC40-Twin-Motor-Performance,13.27252752,5.952144373,7.909,9.988620559
Volvo,ES90 Single Motor (MY26),180,88.0,279.0,480,485,6.9,190.0,CCS,1600,446,5,RWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3128/Volvo-ES90-Single-Motor,15.01166,5.862109853,8.488,10.36757776
Volvo,ES90 Twin Motor (MY26),180,102.0,150.0,670,530,5.5,225.0,CCS,2000,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3129/Volvo-ES90-Twin-Motor,15.01166,6.794718239,8.488,12.01696513
Volvo,ES90 Twin Motor Performance (MY26),180,102.0,159.0,870,530,4.0,225.0,CCS,2000,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3130/Volvo-ES90-Twin-Motor-Performance,15.01166,6.794718239,8.488,12.01696513
Volvo,EX30 Cross Country (MY26),180,65.0,287.0,543,330,3.7,114.0,CCS,1600,318,5,AWD,JB - Compact,4233,1837,1573,SUV,https://ev-database.org/car/3118/Volvo-EX30-Cross-Country,12.23168103,5.314069246,7.643,8.504513934
Volvo,EX30 Single Motor (MY24-26),180,49.0,242.0,343,275,5.7,80.0,CCS,1000,318,5,RWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1909/Volvo-EX30-Single-Motor,12.04505653,4.068058949,7.619,6.431290196
Volvo,EX30 Single Motor ER (MY24-26),180,65.0,305.0,343,365,5.3,113.0,CCS,1600,318,5,RWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1910/Volvo-EX30-Single-Motor-ER,12.04505653,5.396404728,7.619,8.531303321
Volvo,EX30 Twin Motor Performance (MY24-26),180,65.0,287.0,543,340,3.6,113.0,CCS,1600,318,5,AWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1911/Volvo-EX30-Twin-Motor-Performance,12.04505653,5.396404728,7.619,8.531303321
Volvo,EX40 Single Motor (MY26),180,67.0,321.0,420,345,7.3,110.0,CCS,1500,410,5,RWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3158/Volvo-EX40-Single-Motor,13.66488144,4.903079496,7.955,8.422375864
Volvo,EX40 Single Motor ER (MY26),180,79.0,324.0,420,400,7.3,125.0,CCS,1500,410,5,RWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3159/Volvo-EX40-Single-Motor-ER,13.66488144,5.781242987,7.955,9.930861094
Volvo,EX40 Twin Motor (MY26),180,79.0,324.0,670,385,4.8,125.0,CCS,1800,410,5,AWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3160/Volvo-EX40-Twin-Motor,13.66488144,5.781242987,7.955,9.930861094
Volvo,EX40 Twin Motor Performance (MY26),180,79.0,324.0,670,385,4.6,125.0,CCS,1800,410,5,AWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3161/Volvo-EX40-Twin-Motor-Performance,13.66488144,5.781242987,7.955,9.930861094
Volvo,EX90 Single Motor (MY24-26),180,100.0,192.0,490,460,8.4,140.0,CCS,1200,310,7,RWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1950/Volvo-EX90-Single-Motor,17.25281299,5.796156258,8.745,11.43510577
Volvo,EX90 Twin Motor (MY24-26),180,107.0,204.0,770,470,5.9,150.0,CCS,2200,310,7,AWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1775/Volvo-EX90-Twin-Motor,17.25281299,6.201887197,8.745,12.23556318
Volvo,EX90 Twin Motor Performance (MY24-26),180,107.0,204.0,910,455,4.9,150.0,CCS,2200,310,7,AWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1776/Volvo-EX90-Twin-Motor-Performance,17.25281299,6.201887197,8.745,12.23556318
Voyah,Free 106 kWh,200,100.0,129.0,720,480,4.4,80.0,CCS,2000,550,5,AWD,JE - Executive,4905,1950,1645,SUV,https://ev-database.org/car/2049/Voyah-Free-106-kWh,15.73401375,6.355657341,8.5,11.76470588
XPENG,G6 AWD Performance,200,88.0,242.0,660,475,4.1,180.0,CCS,1500,571,5,AWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2183/XPENG-G6-AWD-Performance,15.057504,5.844262103,8.323,10.57311066
XPENG,G6 RWD Long Range,200,88.0,229.0,440,480,6.7,180.0,CCS,1500,571,5,RWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2182/XPENG-G6-RWD-Long-Range,15.057504,5.844262103,8.323,10.57311066
XPENG,G6 RWD Standard Range,200,66.0,229.0,440,370,6.9,140.0,CCS,1500,571,5,RWD,JD - Large,4753,1920,1650,SUV,https://ev-database.org/car/2181/XPENG-G6-RWD-Standard-Range,15.057504,4.383196578,8.323,7.929832993
XPENG,G9 AWD Performance,200,93.0,2451.0,717,465,3.9,224.0,CCS,1500,660,5,AWD,JE - Executive,4891,1937,1670,SUV,https://ev-database.org/car/1826/XPENG-G9-AWD-Performance,15.82135789,5.878130098,8.498,10.94375147
XPENG,G9 RWD Long Range,200,93.0,2391.0,430,480,6.4,224.0,CCS,1500,660,5,RWD,JE - Executive,4891,1937,1670,SUV,https://ev-database.org/car/1825/XPENG-G9-RWD-Long-Range,15.82135789,5.878130098,8.498,10.94375147
XPENG,G9 RWD Standard Range,200,76.0,2391.0,430,395,6.4,170.0,CCS,1500,660,5,RWD,JE - Executive,4891,1937,1680,SUV,https://ev-database.org/car/1824/XPENG-G9-RWD-Standard-Range,15.91609656,4.775040143,8.508,8.932769158
XPENG,P7 AWD Performance,200,83.0,1824.0,757,460,4.1,138.0,CCS,0,440,5,AWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1822/XPENG-P7-AWD-Performance,13.4380896,6.17647318,8.234,10.08015545
XPENG,P7 RWD Long Range,200,83.0,1727.0,440,495,6.7,138.0,CCS,0,440,5,RWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1821/XPENG-P7-RWD-Long-Range,13.4380896,6.17647318,8.234,10.08015545
XPENG,P7 Wing Edition,200,83.0,1824.0,757,455,4.1,138.0,CCS,0,440,5,AWD,E - Executive,4888,1896,1450,Sedan,https://ev-database.org/car/1823/XPENG-P7-Wing-Edition,13.4380896,6.17647318,8.234,10.08015545
Zeekr,001 Long Range RWD,200,94.0,110.0,343,505,7.2,135.0,CCS,1500,539,5,RWD,E - Executive,4955,1999,1560,Liftback Sedan,https://ev-database.org/car/1933/Zeekr-001-Long-Range-RWD,15.4518702,6.083406007,8.514,11.04063895
Zeekr,001 Performance AWD,200,94.0,110.0,686,480,3.8,135.0,CCS,2000,539,5,AWD,E - Executive,4955,1999,1560,Liftback Sedan,https://ev-database.org/car/1934/Zeekr-001-Performance-AWD,15.4518702,6.083406007,8.514,11.04063895
Zeekr,001 Privilege AWD,200,94.0,110.0,686,480,3.8,135.0,CCS,2000,539,5,AWD,E - Executive,4955,1999,1548,Liftback Sedan,https://ev-database.org/car/1935/Zeekr-001-Privilege-AWD,15.33300966,6.130564193,8.502,11.05622207
Zeekr,7X Long Range RWD,210,94.0,151.0,440,475,6.0,260.0,CCS,2000,539,5,RWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3082/Zeekr-7X-Long-Range-RWD,15.2442015,6.166279027,8.367,11.23461217
Zeekr,7X Performance AWD,210,94.0,129.0,710,450,3.8,260.0,CCS,2000,539,5,AWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3083/Zeekr-7X-Performance-AWD,15.2442015,6.166279027,8.367,11.23461217
Zeekr,7X Premium RWD,210,71.0,151.0,440,365,6.0,240.0,CCS,2000,539,5,RWD,JD - Large,4787,1930,1650,SUV,https://ev-database.org/car/3081/Zeekr-7X-Premium-RWD,15.2442015,4.657508627,8.367,8.4857177
Zeekr,X Core RWD (MY25),190,49.0,343.0,343,265,5.9,70.0,CCS,1600,362,5,RWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3197/Zeekr-X-Core-RWD,12.74278003,3.845314749,7.834,6.254786827
Zeekr,X Long Range RWD (MY25),190,65.0,343.0,343,360,5.6,114.0,CCS,1600,362,5,RWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3198/Zeekr-X-Long-Range-RWD,12.74278003,5.100927728,7.834,8.297166199
Zeekr,X Privilege AWD (MY25),190,65.0,287.0,543,350,3.8,114.0,CCS,1600,362,5,AWD,JB - Compact,4432,1836,1566,SUV,https://ev-database.org/car/3199/Zeekr-X-Privilege-AWD,12.74278003,5.100927728,7.834,8.297166199
firefly,,150,41.0,112.0,200,250,8.1,65.0,CCS,0,404,5,RWD,B - Compact,4003,1885,1557,Hatchback,https://ev-database.org/car/3178/firefly-firefly,11.74858484,3.48978201,7.445,5.507051713
Kia,EV3 Standard Range (MY27),170,55.0,250.0,283,325,7.5,100.0,CCS,750,460,5,,,4300,1850,1560,,https://ev-database.org/car/3637/Kia-EV3-Standard-Range,12.4098,4.431981176167223,7.71,7.133592736705578
Kia,EV3 Long Range (MY27),170,78.0,250.0,283,455,7.7,135.0,CCS,1000,460,5,,,4300,1850,1560,,https://ev-database.org/car/3638/Kia-EV3-Long-Range,12.4098,6.285355122564424,7.71,10.116731517509727
Kia,EV2 42.2 kWh (MY27),161,41.0,250.0,250,240,8.5,115.0,CCS,750,362,5,,,4060,1800,1575,,https://ev-database.org/car/3490/Kia-EV2-422-kWh,11.5101,3.5620889479674376,7.435,5.514458641560188
Kia,EV2 61 kWh (MY27),161,58.0,250.0,250,340,9.5,115.0,CCS,750,362,5,,,4060,1800,1575,,https://ev-database.org/car/3491/Kia-EV2-61-kWh,11.5101,5.039052658100277,7.435,7.8009414929388035
Hyundai,IONIQ 3 42.2 kWh (MY27),167,41.0,250.0,250,265,8.8,119.0,CCS,750,441,5,,,4155,1800,1505,,https://ev-database.org/car/3554/Hyundai-IONIQ-3-422-kWh,11.255895,3.642535755708453,7.46,5.49597855227882
Hyundai,IONIQ 3 61 kWh (MY27),167,58.0,250.0,250,375,8.8,119.0,CCS,750,441,5,,,4155,1800,1505,,https://ev-database.org/car/3555/Hyundai-IONIQ-3-61-kWh,11.255895,5.1528554592948845,7.46,7.774798927613941
Hyundai,Kona Electric 64.8 kWh (MY26),172,64.8,112.0,255,385,8.1,94.0,CCS,750,466,5,,,4355,1825,1575,,https://ev-database.org/car/3463/Hyundai-Kona-Electric-648-kWh,12.517903125,5.17658583493791,7.755,8.355899419729207
Hyundai,IONIQ 6 63 kWh RWD (MY26),185,60.0,288.0,350,420,8.3,195.0,CCS,750,401,5,,,4925,1880,1495,,https://ev-database.org/car/3438/Hyundai-IONIQ-6-63-kWh-RWD,13.842205,4.334569528481914,8.3,7.228915662650602
Hyundai,IONIQ 6 84 kWh RWD (MY26),185,80.0,288.0,350,545,7.4,263.0,CCS,1500,401,5,,,4925,1880,1495,,https://ev-database.org/car/3439/Hyundai-IONIQ-6-84-kWh-RWD,13.842205,5.779426037975886,8.3,9.638554216867467
Hyundai,STARIA Electric 84 kWh (MY27),184,80.0,,350,310,9.5,256.0,CCS,2000,831,9,,,5253,1997,1990,,https://ev-database.org/car/3724/Hyundai-STARIA-Electric-84-kWh,20.87557959,3.8322289283082847,9.24,8.658008658008658
Renault,5 E-Tech 37kWh 110hp (MY27),135,36.5,,175,245,10.1,,CCS,500,326,5,,,3922,1808,1498,,https://ev-database.org/car/3708/Renault-5-E-Tech-37kWh-110hp,10.622282048,3.436173115632186,7.228,5.0498063087991145
Renault,5 E-Tech 40kWh 120hp (MY27),150,40.0,184.0,225,265,9.0,80.0,CCS,500,326,5,,,3922,1808,1498,,https://ev-database.org/car/3709/Renault-5-E-Tech-40kWh-120hp,10.622282048,3.7656691678160943,7.228,5.534034311012729
Renault,5 E-Tech 52kWh 150hp (MY27),150,52.0,184.0,245,345,8.0,101.0,CCS,500,326,5,,,3922,1808,1498,,https://ev-database.org/car/3710/Renault-5-E-Tech-52kWh-150hp,10.622282048,4.895369918160923,7.228,7.194244604316547
Škoda,Epiq 35 (MY27),150,37.5,,267,235,11.0,50.0,CCS,500,475,5,,,4171,1798,1581,,https://ev-database.org/car/3620/Skoda-Epiq-35,11.856643098,3.162783908568992,7.55,4.966887417218543
Škoda,Epiq 55 (MY27),160,51.7,,290,320,7.1,105.0,CCS,1200,475,5,,,4171,1798,1581,,https://ev-database.org/car/3622/Skoda-Epiq-55,11.856643098,4.360424748613784,7.55,6.847682119205299
Škoda,Elroq 60 (MY27),160,58.0,,350,345,8.5,105.0,CCS,1000,470,5,,,4488,1884,1625,,https://ev-database.org/car/3565/Skoda-Elroq-60,13.740012,4.221248132825503,7.997,7.252719769913718
Škoda,Enyaq Coupe 85x (MY27),180,77.0,,679,465,6.3,165.0,CCS,2000,570,5,,,4658,1879,1621,,https://ev-database.org/car/3575/Skoda-Enyaq-Coupe-85x,14.187611222,5.427270228592116,8.158,9.438587889188527
Audi,Q4 e-tron (MY27),160,59.0,,350,340,8.1,160.0,CCS,1000,515,5,,,4603,1865,1632,,https://ev-database.org/car/3587/Audi-Q4-e-tron,14.01005904,4.211259912006766,8.1,7.283950617283951
Audi,Q4 e-tron quattro (MY27),180,77.0,,484,410,6.2,165.0,CCS,1200,515,5,,,4603,1865,1632,,https://ev-database.org/car/3589/Audi-Q4-e-tron-quattro,14.01005904,5.496051071602051,8.1,9.506172839506172
